Title,Text,TextSource,Mode,Melody,MelodySources_OCO,MelodySource_Verona,gabc,GB_ID,Occasion,Office
Redime me Domine,Redime me Domine * Et miserere mei. ℣ Ne perdas cum impiis animam meam.,"Ps 25,11.9",6,f f f f g gh h g f gh gf g g f,"cf. CAO 7517; cf. AR 80 & [214]","Antiphonae & Responsoria/Tomus III, p. 124","(c4)Réd(f)i(f)me(f) me,(f) Dó(g)mi(gh)ne,(h) <v>\greheightstar</v>(;) Et(g) mi(f)se(gh)ré(gf)re(g) me(g)i.(f)  <sp>V/</sp>(::) Ne(f) per(f)das(f) cum(f) ím(g)pi(f)is(f) (,) á(f)ni(f)mam(f) me(gh)am.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f::)",0,1.3H4,V
Repleti sunt,Repleti sunt omnes Spiritu Sancto * Alleluia alleluia. ℣ Et cœperunt loqui.,"Act 2,4",6,f f f f g f f f e g h h hg g f d fg g f,CAO 7530; AR 426,Calithes.it,"(c4)Re(f)plé(f)ti(f) sunt(f) om(g)nes(f) (,) Spí(f)ri(f)tu(e) San(g)cto,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Et(d) cœ(f)pé(f)runt(e) lo(g)qui.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,Pent,L
Sacerdotes Domini,Sacerdotes Domini * Benedicite Dominum. ℣ Sancti et humiles corde laudate Deum.,"Dan 3,84.87",6,f f g f g gh hg f gh g f g g f f,,"cf. Antiphonale Prataliense/Tomus II, p.470","(c4)Sa(f)cer(f)dó(g)tes(f) Dó(g)mi(gh)ni,(hg) <v>\greheightstar</v>(;) Be(f)ne(gh)dí(g)ci(f)te(g) Dó(g)mi(f)num.(f)  <sp>V/</sp>(::) San(ixhi)cti(h) et(h) hú(h)mi(h)les(h) cor(gh)de,(g) (,) lau(g)dá(g)te(f) De(gh)um.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Past,1V
Sacerdotes Domini... all.,Sacerdotes Domini benedicite Dominum * Alleluia alleluia. ℣ Sancti et humiles corde laudate Deum.,,6,f f f f g f f f f f f e g g h h hg g f d fg g f,,"Antiphonale Prataliense/Tomus II, p. 471","(c4)Sa(f)cer(f)dó(f)tes(f) Dó(g)mi(f)ni,(f) (,) be(f)ne(f)di(f)ci(f)te(e) Dó(g)mi(g)num,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) San(d)cti(f) et(f) hú(f)mi(f)les(f) cor(g)de,(f) (,) lau(f)dá(f)te(e) De(g)um.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Past TP,1V
Sacerdotes tui,Sacerdotes tui Domine * Induantur iustitiam. ℣ Et sancti tui exsultent.,"Ps 131,9",6,f f f f g f g gh hg f f gh gf g g f f,AV suppl. 119,,"(c4)Sa(f)cer(f)dó(f)tes(f) tu(g)i,(f) Dó(g)mi(gh)ne,(hg) <v>\greheightstar</v>(;) In(f)du(f)án(gh)tur(gf) iu(g)stí(g)ti(f)am.(f)  <sp>V/</sp>(::) Et(ixhi) san(h)cti(h) tu(gh)i(g) ex(gf)súl(gh)tent.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Past Pl,2V
Sacerdotes tui... all.,Sacerdotes tui Domine induantur iustitiam * Alleluia alleluia. ℣ Et sancti tui exsultent.,,6,f f f f f f g f f f f f f e g g h h hg g f d fg g f,,,"(c4)Sa(f)cer(f)dó(f)tes(f) tu(f)i,(f) Dó(g)mi(f)ne,(f) (,) in(f)du(f)án(f)tur(f) iu(e)stí(g)ti(g)am,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Et(d) san(f)cti(f) tu(g)i(f) ex(e)súl(g)tent.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Past Pl TP,2V
Sana animam meam,Sana animam meam * Quia peccavi tibi. ℣ Ego dixi: Domine miserere mei.,"Ps 40,5",6,f f g f f gh h g f gh gf g g f,CAO 7567; AM 43,"Antiphonæ & Responsoria/Tomus III, p. 122","(c4)Sa(f)na(f) á(g)ni(f)mam(f) me(gh)am,(h) <v>\greheightstar</v>(;) Qui(g)a(f) pec(gh)cá(gf)vi(g) ti(g)bi.(f)  <sp>V/</sp>(::) E(f)go(f) di(f)xi:(f) Dó(g)mi(f)ne,(f) (,) mi(f)se(f)ré(f)re(f) me(gh)i.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f::)",0,1.3H2,V
Sancti et iusti,Sancti et iusti * In Domino gaudete. ℣ Vos elegit Deus in hereditatem sibi.,"cf. Phil 3,1; Ps 32,12",6,f fe dc fgd ifghih h gh f ifghihgf g ghf f,CAO 7588; ARII 675,"Antiphonae & Responsoria/Tomus V, p. 283","(c4)San(f)cti(fe) et(dc) iu(fgd)sti,(ixfgw!hih) <v>\greheightstar</v>(;) In(h) Dó(gh)mi(f)no(ixfg!hwiHGF) gau(g)dé(ghf)te.(f)  <sp>V/</sp>(::) Vos(f) e(f)lé(g)git(f) De(gh)us(f) (,) in(f) he(f)re(g)di(f)tá(fe)tem(dc) si(fgd)bi.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,1/11,2V
Sancti et iusti... all.,Sancti et iusti in Domino gaudete * Alleluia alleluia. ℣ Vos elegit Deus in hereditatem sibi.,"Phil 3,1; Ps 32,12",6,f f f g f f f f f e g h h hg g f d fg g f d f f f g f f f f f f e g h,CAO 7588; AM 634,"Antiphonale Monasticum, p. 634","(c4)San(f)cti(f) et(f) iu(g)sti,(f) (,) in(f) Dó(f)mi(f)no(f) gau(e)dé(g)te,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(:) Vos(d) e(f)lé(f)git(f) De(g)us(f) (,) in(f) he(f)re(f)di(f)tá(f)tem(e) si(g)bi.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,PlM TP UnM TP,1V
Sancti tui,Sancti tui Domine * Gloriam regni tui dicant. ℣ Et potentiam tuam loquantur.,"Ps 144,10.11",6,f f g f g gh hg g f gh g fd f g g f,cf. CAO 7591,Calithes.it,"(c4)San(f)cti(f) tu(g)i,(f) Dó(g)mi(gh)ne,(hg) <v>\greheightstar</v>(;) Gló(g)ri(f)am(gh) re(g>)gni(fd) tu(f)i(g) di(g)cant.(f)  <sp>V/</sp>(::) Et(h) po(h)tén(ixhi)ti(h)am(g) tu(gh)am(g) lo(f)quán(gh)tur.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Reg,L
Sapientiam sanctorum,Sapientiam sanctorum * Narrent populi. ℣ Et laudem eorum nuntiet Ecclesia.,"Sir 44,15",6,f f g f f f gh h gf g g f f,,"cf. Antiphonale Prataliense/Tomus II, p. 481","(c4)Sa(f)pi(f)én(g)ti(f)am(f) san(f)ctó(gh)rum(h) <v>\greheightstar</v>(;) Nar(gf)rent(g) pó(g)pu(f)li.(f)  <sp>V/</sp>(::) Et(ixhi) lau(h)dem(h) e(h)ó(gh)rum(g) (,) nún(g)ti(g)et(g) Ec(f)clé(g)si(gh)a.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Doct,L
Sapientiam sanctorum... all.,Sapientiam sanctorum narrent populi * Alleluia alleluia. ℣ Et laudem eorum nuntiet Ecclesia.,,6,f f f f f f g f f e g g h h hg g f d fg g f,,"Antiphonale Prataliense/Tomus II, p. 481","(c4)Sa(f)pi(f)én(f)ti(f)am(f) san(f)ctó(g)rum(f) (,) nar(f)rent(e) pó(g)pu(g)li,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Et(d) lau(f)dem(f) e(f)ó(g)rum(f) (,) nún(f)ti(f)et(f) Ec(e)clé(g)si(g)a.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Doct TP,L
Sedes tua,Sedes tua Deus * In sæculum sæculi. ℣ Sceptrum æquitatis sceptrum regni tui.,"Ps 44, 7",6,fg f fe dc fgd ifghih h gh f ifghihgf g ghf f,cf. CAO 7634; ARII 444,"Antiphonae & Responsoria/Tomus II, p. 204","(c4)Se(fg)des(f) tu(fe)a,(dc) De(fgd)us,(ixfgw!hih) <v>\greheightstar</v>(;) In(h) sǽ(gh)cu(f)lum(ixfg!hwiHGF) sǽ(g)cu(ghf)li.(f)  <sp>V/</sp>(::) Scep(f)trum(f) æ(f)qui(f)tá(gh)tis,(f) (,) scep(g)trum(f) re(fe)gni(dc) tu(fgd)i.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,Reg,2V
Spiritus Domini,Spiritus Domini replevit orbem terrarum * Alleluia alleluia. ℣ Et hoc quod continet omnia scientiam habet vocis.,"Sap 1,7",6,f f f g f f f fg f f fe dc fgd ifghih,CAO 7689; ARII 286,"Antiphonae & Responsoria/Tomus II, p. 268","(c4)Spí(f)ri(f)tus(f) Dó(g)mi(f)ni(f) (`) re(f)plé(fg)vit(f) or(f)bem(fe) ter(dc)rá(fgd)rum,(ixfgw!hih) <v>\greheightstar</v>(::) Al(ixi>)le(ivHG)lú(gh)ia(f) (,) al(dc~)le(ixfg!hwiHGF)lú(ghf~)ia.(f)  <sp>V/</sp>(::) Et(f) hoc(f) quod(f) cón(g)ti(f)net(f) óm(gh)ni(f)a,(f) (,) sci(f)én(g)ti(f)am(f) ha(fe)bet(dc) vo(fgd)cis.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(g)tri(f) (,) et(f) Fí(gh)li(f)o(f) (;) et(f) Spi(f)rí(g)tu(fe)i(dc) San(fgd)cto.(ixfgw!hih) (::)",0,Pent,2V
Spiritus Paraclitus simpl.,Spiritus Paraclitus * Alleluia alleluia. ℣ Docebit vos omnia.,"Io 14,26",6,f f f e g g h h hg g f d fg g f,ARII 267,"Antiphonae & Responsoria/Tomus II, p. 244","(c4)Spí(f)ri(f)tus(f) Pa(e)rá(g)cli(g)tus,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Do(d)cé(f)bit(f) vos(e) óm(g)ni(g)a.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,P post Asc,V
Spiritus Paraclitus soll.,Spiritus Paraclitus * Alleluia alleluia. ℣ Docebit vos omnia.,"Io 14,26",6,fg f fe dc f fgd ifghih,ARII 273,"Antiphonae & Responsoria/Tomus II, p. 261","(c4)Spí(fg)ri(f)tus(fe) Pa(dc)rá(f)cli(fgd)tus,(ixfgw!hih) <v>\greheightstar</v>(::) Al(ixi>)le(ivHG)lú(gh)ia(f) (,) al(dc~)le(ixfg!hwiHGF)lú(ghf~)ia.(f)  <sp>V/</sp>(::) Do(f)cé(g)bit(fe) vos(dc) óm(f)ni(fgd)a.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(g)tri(f) (,) et(f) Fí(gh)li(f)o(f) (;) et(f) Spi(f)rí(g)tu(fe)i(dc) San(fgd)cto.(ixfgw!hih) (::)",0,Pent,1V
Stabat sancta Maria,Stabat sancta Maria regina martyrum * Iuxta crucem Domini. ℣ Felix est illa quæ sine morte meruit palmam martyrii.,"<sp>R/</sp>: cf. Io 19,25",6,f f f f f g f f f f g gh hg f gh gf g g f f,,"Antiphonae & Responsoria/Tomus V, p. 280","(c4)Sta(f)bat(f) san(f)cta(f) Ma(f)rí(g)a,(f) (,) re(f)gí(f)na(f) már(g)ty(gh)rum,(hg) <v>\greheightstar</v>(;) Iux(f)ta(gh) cru(gf)cem(g) Dó(g)mi(f)ni.(f)  <sp>V/</sp>(::) Fe(h)lix(h) est(h) il(ixhi)la(g) (,) quæ(g) si(g)ne(g) mor(gh)te(g) mé(g)ru(g)it(g) pal(g)mam(g) mar(f)tý(g)ri(gh)i.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,15/9,V
Stetit angelus,Stetit angelus * iuxta aram templi. ℣ Habens turibulum aureum in manu sua.,"cf. Ap 8,3",6,f f g gh hg f gh gf g g f,CAO 7706; AM 1068,"Antiphonae & Responsoria/Tomus V, p. 280","(c4)Ste(f)tit(f) án(g)ge(gh)lus(hg) <v>\greheightstar</v>(;) iux(f)ta(gh) a(gf)ram(g) tem(g)pli.(f)  <sp>V/</sp>(::) Ha(ixhi)bens(h) tu(h)rí(h)bu(h)lum(g) áu(gh)re(g)um(g) (,) in(g) ma(g)nu(f) su(gh)a.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,29/9,L
Super te Ierusalem orietur,Super te Ierusalem * Orietur Dominus. ℣ Et gloria eius in te videbitur.,"Is 60,2",4,e e f fd e f gg e f dc d f f e,CAO 7728; AR 33,"Antiphonae & Responsoria/Tomus I, p. 5","(c4)Su(e)per(e) te(f) Ie(fd)rú(e)sa(f)lem,(ggo) <v>\greheightstar</v>(;) O(e)ri(f)é(dc)tur(d) Dó(f)mi(f)nus.(e)  <sp>V/</sp>(::) Et(c) gló(de)ri(e)a(e) e(ef~)ius(e) (,) in(e) te(f) vi(fd)dé(e)bi(f)tur.(ggo)  <sp>V/</sp>(::) Gló(e)ri(g)a(g) Pa(gh)tri(h) et(h) Fí(g)li(h)o(e) (,) et(e) Spi(e)rí(f)tu(fe)i(d) San(ef<)cto.(g) (::)",0,Adv H2-7,L
Super te Ierusalem constitui,Super te Ierusalem * Constitui custodes. ℣ Die ac nocte non tacebunt prædicare nomen Domini.,"cf. Is 62,6",6,f f f f g gh hg fg h g f g g f,,"cf. Antiphonale Prataliense/Tomus II, p. 462","(c4)Su(f)per(f) te,(f) Ie(f)rú(g)sa(gh)lem,(hg) <v>\greheightstar</v>(;) Con(fg)stí(h)tu(g)i(f) cu(g)stó(g)des.(f)  <sp>V/</sp>(::) Di(ixhi)e(h) ac(h) no(h)cte(h) non(h) ta(g)cé(gh)bunt(g) (,) præ(g)di(g)cá(gh)re(g) no(g)men(f) Dó(g)mi(gh)ni.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Past,L
Super te Ierusalem... all.,Super te Ierusalem constitui custodes * Alleluia alleluia ℣ Die ac nocte non tacebunt prædicare nomen Domini.,,6,f f f f g f f f f f f e g h h hg g f d fg g f,,"Antiphonale Prataliense/Tomus II, p. 462","(c4)Su(f)per(f) te,(f) Ie(f)rú(g)sa(f)lem,(f) (,) con(f)stí(f)tu(f)i(f) cu(e)stó(g)des,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia(f)  <sp>V/</sp>(::) Di(d)e(f) ac(f) no(f)cte(f) non(f) ta(f)cé(g)bunt(f) (,) præ(f)di(f)cá(f)re(f) no(f)men(e) Dó(g)mi(g)ni.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Past TP,L
Surrexit de sepulcro,Surrexit Dominus de sepulcro * Alleluia alleluia. ℣ Qui pro nobis pependit in ligno.,,6,f f f g f f f e g h h hg g f d fg g f,CAO 7738; AM 455,"Antiphonae & Responsoria/Tomus II, p. 160","(c4)Sur(f)ré(f)xit(f) Dó(g)mi(f)nus(f) de(f) se(e)púl(g)cro,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Qui(f) pro(f) no(g)bis(f) (,) pe(f)pén(f)dit(f) in(e) li(g)gno.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,P2-7,L
Surrexit Dominus vere,Surrexit Dominus vere * Alleluia alleluia. ℣ Et apparuit Simoni.,"Lc 24,34",6,f f f g f e g h h hg g f d fg g f,CAO 7740; ARII 214,"Antiphonae & Responsoria/Tomus II, p. 159","(c4)Sur(f)ré(f)xit(f) Dó(g)mi(f)nus(e) vé(g)re,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Et(f) ap(f)pá(g)ru(f)it(f) Si(e)mó(g)ni.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,P1 usque Asc,V
Suscepit Israel,Suscepit Israel puerum suum * Recordatus misericordiæ suæ. ℣ Sicut locutus est ad patres nostros.,"Lc 1,54-55",6,f f f g f f f f gh hg f gh g f f f f fd f g g f,,"Antiphonae & Responsoria/Tomus V, p. 273","(c4)Su(f)scé(f)pit(f) Is(g)rael(f) pú(f)e(f)rum(f) su(gh)um,(hg) <v>\greheightstar</v>(;) Re(f)cor(gh)dá(g)tus(f) mi(f)se(f)ri(f)cór(fd)di(f)æ(g) su(g)æ.(f)  <sp>V/</sp>(::) Si(h)cut(h) lo(h)cú(ixhi)tus(g) est(g) (,) ad(g) pa(g)tres(f) no(gh)stros.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,26/7,V
Tibi dixit,Tibi dixit cor meum: * Quæsivi vultum tuum. ℣ Vultum tuum Domine requiram.,"Ps 26,8",6,f f g f f gh h g f gh gf g g f,,,"(c4)Ti(f)bi(f) di(g)xit(f) cor(f) me(gh)um:(h) <v>\greheightstar</v>(;) Quæ(g)sí(f)vi(gh) vul(gf)tum(g) tu(g)um.(f)  <sp>V/</sp>(::) Vul(h)tum(h) tu(ixhi)um,(h) Dó(gh)mi(g)ne,(g) re(f)quí(gh)ram.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Virg,L
Tibi dixit... all.,Tibi dixit cor meum: Quæsivi vultum tuum * Alleluia alleluia. ℣ Vultum tuum Domine requiram.,,6,f f f f f g f f f f f e g h h hg g f d fg g f,,,"(c4)Ti(f)bi(f) di(f)xit(f) cor(f) me(g)um:(f) (,) Quæ(f)sí(f)vi(f) vul(f)tum(e) tu(g)um,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Vul(d)tum(f) tu(f)um,(f) Dó(g)mi(f)ne,(f) re(e)quí(g)ram.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Virg TP,L
Tibi laus,Tibi laus tibi gloria * O beata Trinitas. ℣ Tibi gratiarum actio in sæcula sæculorum.,"<sp>V/</sp>: Ap 7,12",6,f f g f f g gh hg f gh gf g g f f,cf. CAO 7764,Calithes.it,"(c4)Ti(f)bi(f) laus,(g) ti(f)bi(f) gló(g)ri(gh)a,(hg) <v>\greheightstar</v>(;) O(f) be(gh)á(gf)ta(g) Trí(g)ni(f)tas.(f)  <sp>V/</sp>(::) Ti(ixhi)bi(h) gra(h)ti(h)á(h)rum(g) á(gh)cti(g)o(g) (,) in(g) sǽ(h)cu(g)la(g) sæ(g)cu(f)ló(gh)rum.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Trn,L
Tollite iugum,Tollite iugum meum super vos * Et discite a me. ℣ Quia mitis sum et humilis corde.,"Mt 11,29",6,f f f f f g f g gh hg fg h g fg g f,AM 566,Calithes.it,"(c4)Tól(f)li(f)te(f) iu(f)gum(f) me(g)um(f) su(g)per(gh) vos,(hg) <v>\greheightstar</v>(;) Et(fg) dí(h)sci(g)te(fg) a(g) me.(f)  <sp>V/</sp>(::) Qui(h)a(h) mi(ixhi)tis(g) sum(g) (,) et(g) hú(h)mi(g)lis(f) cor(gh~)de.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Cord,L
Tradiderunt animas,Tradiderunt animas suas * Pro nomine Domini Iesu Christi. ℣ Ibant gaudentes quoniam digni habiti sunt contumeliam pati.,"Act 15,26; 5,41",6,f f g f f f f gh hg fg h g f g f fd f g g f,,cf. Calithes.it,"(c4)Tra(f)di(f)dé(g)runt(f) á(f)ni(f)mas(f) su(gh)as(hg) <v>\greheightstar</v>(;) Pro(fg) nó(h)mi(g)ne(f) Dó(g)mi(f)ni(fd) Ie(f)su(g) Chri(g)sti.(f)  <sp>V/</sp>(::) I(ixhi)bant(h) gau(g)dén(gh>)tes,(g) (,) quó(g)ni(g)am(g) di(h)gni(g) há(g)bi(g)ti(g) sunt(g) con(g)tu(g)mé(g)li(g)am(f) pa(gh)ti.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,29/6,L
Tu es vas,Tu es vas electionis * Sancte Paule apostole. ℣ Prædicator veritatis in universo mundo.,"<sp>R/</sp>: cf. Act 9,15",6,f f f f g f gh hg f g h gf g g f f,,"Antiphonae & Responsoria/Tomus V, p. 259","(c4)Tu(f) es(f) vas(f) e(f)le(g)cti(f)ó(gh)nis,(hg) <v>\greheightstar</v>(;) San(f)cte(g) Pau(h)le(gf) a(g)pó(g)sto(f)le.(f)  <sp>V/</sp>(::) Præ(h)di(h)cá(h)tor(h) ve(h)ri(h)tá(ixhi)tis(g) (,) in(g) u(g)ni(g)vér(g)so(f) mun(gh)do.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,25/1,L
Tua est magnificentia,Tua est magnificentia et potentia * Tuum Domine regnum. ℣ Tu dominaris omnium.,"1 Chr 29,11.12",6,fg f f f f f gh f f fe dc f fgd ifghih ii h gh f ifghihgf ghf f,ARII 436,"Antiphonae & Responsoria/Tomus II, p. 197","(c4)Tu(fg)a(f) est(f) ma(f)gni(f)fi(f)cén(gh)ti(f)a(f) et(fe) po(dc)tén(f)ti(fgd)a,(ixfgw!hih) <v>\greheightstar</v>(;) Tu(ixi)um,(h) Dó(gh)mi(f)ne,(ixfg!hwiHGF) re(ghf)gnum.(f)  <sp>V/</sp>(::) Tu(f) do(f)mi(f)ná(fe)ris(dc) óm(f)ni(fgd)um.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,Reg,1V
Veni ad liberandum,Veni ad liberandum nos * Domine Deus virtutum. ℣ Ostende faciem tuam et salvi erimus.,"Ps 79, 3.5.4",4,e e e f fd e f g g e f dc d f f e,CAO 7823; AM 184,"Antiphonae & Responsoria/Tomus I, p. 6","(c4)Ve(e)ni(e) ad(e) li(f)be(fd)rán(e)dum(f<) nos,(g) <v>\greheightstar</v>(;) Dó(g)mi(e)ne(f) De(dc)us(d) vir(f)tú(f)tum.(e)  <sp>V/</sp>(::) O(c)stén(de~)de(e) fá(e)ci(e)em(e) tu(ef)am,(e) (,) et(e) sal(f)vi(fd) é(e)ri(f<)mus.(g)  <sp>V/</sp>(::) Gló(e)ri(g)a(g) Pa(gh)tri(h) et(h) Fí(g)li(h)o(e) (,) et(e) Spi(e)rí(f)tu(fe)i(d) San(ef<)cto.(g) (::)",0,Adv H2-6,V
